Timestamp,mercator_x,mercator_y,SOG,COG,Type,Visited,Classed,ClusterIndex,latitude,longitude
2018-04-01 00:00:00,1.3160596888787163E7,4619528.521190472,8.5,245.6,机动船在航,true,true,-1,38.28333,118.22365333333332
2018-04-01 00:00:00,1.3543073590164265E7,4653834.780686985,14.9,86.4,机动船在航,true,true,-1,38.52483333333333,121.6595
2018-04-01 00:00:00,1.339303922133042E7,4531046.594705263,0.0,7.3,机动船在航,true,true,9,37.656733333333335,120.31171833333332
2018-04-01 00:00:00,1.3400637147642031E7,4591930.263405809,10.7,284.8,机动船在航,true,true,-1,38.08846333333333,120.37997166666666
2018-04-01 00:00:00,1.3112175507746875E7,4717973.037724763,0.0,64.1,机动船在航,true,true,0,38.974175,117.78867666666666
2018-04-01 00:00:00,1.3382464055237545E7,4523983.29001524,0.0,145.2,机动船在航,true,true,9,37.60648333333334,120.21672
2018-04-01 00:00:00,1.3360366765250113E7,4576574.977015303,7.8,154.4,帆船在航,true,true,-1,37.979816666666665,120.01821666666666
2018-04-01 00:00:01,1.338730033051506E7,4533186.676385407,0.0,0.0,机动船在航,true,true,9,37.671951666666665,120.260165
2018-04-01 00:00:01,1.3424633362609915E7,4585882.054085412,1.9,318.8,在航,true,true,-1,38.04568833333333,120.59553333333334
2018-04-01 00:00:01,1.311907972809836E7,4715672.725939056,11.8,99.1,机动船在航,true,true,0,38.958108333333335,117.85069833333333
2018-04-01 00:00:01,1.3659957571237324E7,4537447.99026537,9.2,336.5,机动船在航,true,true,-1,37.702245,122.70948666666666
2018-04-01 00:00:01,1.372144452091202E7,4454380.685373055,14.0,160.0,机动船在航,true,true,-1,37.1095,123.26183333333331
2018-04-01 00:00:01,1.3665035966407314E7,4369921.863061032,10.3,179.5,机动船在航,true,true,-1,36.50203166666667,122.75510666666666
2018-04-01 00:00:01,1.3165197537809169E7,4706146.779281576,16.1,286.7,机动船在航,true,true,-1,38.891535,118.26498166666669
2018-04-01 00:00:02,1.3571328332252445E7,4710086.619298992,5.2,261.5,机动船在航,true,true,-1,38.91907666666667,121.91331666666666
2018-04-01 00:00:02,1.3117004547257489E7,4625876.512627428,0.0,36.9,机动船在航,true,true,3,38.32807833333333,117.83205666666667
2018-04-01 00:00:02,1.3727514958277464E7,4340917.450502712,20.1,182.3,机动船在航,true,true,-1,36.29230833333333,123.316365
2018-04-01 00:00:02,1.3478872671304032E7,4932992.206300689,8.4,180.9,机动船在航,true,true,-1,40.45984333333333,121.08277333333334
2018-04-01 00:00:02,1.3539658864784185E7,4712412.378844708,0.0,94.5,帆船在航,true,true,8,38.93533,121.628825
2018-04-01 00:00:02,1.366937334483359E7,4468640.186145796,14.3,174.0,机动船在航,true,true,-1,37.211585,122.79407
2018-04-01 00:00:02,1.3251572557105483E7,4599036.863086059,1.1,53.4,机动船在航,true,true,-1,38.138691666666666,119.04090166666668
2018-04-01 00:00:02,1.3512572977349332E7,4522714.50957882,0.0,277.4,机动船在航,true,true,-1,37.59745333333333,121.38550833333332
2018-04-01 00:00:02,1.3509302967307275E7,4306568.860908708,11.7,238.4,机动船在航,true,true,-1,36.04321166666666,121.35613333333332
2018-04-01 00:00:02,1.3528890373842292E7,4554790.435820308,15.4,5.5,在航,true,true,-1,37.82540333333333,121.53209
2018-04-01 00:00:03,1.3572974190923825E7,4703808.155054589,8.1,152.2,机动船在航,true,true,-1,38.87518166666667,121.92810166666666
2018-04-01 00:00:03,1.3591154148030244E7,4907258.97617588,0.0,324.9,机动船在航,true,true,11,40.283728333333336,122.091415
2018-04-01 00:00:03,1.367032308562254E7,4487076.5893043885,13.2,180.4,机动船在航,true,true,-1,37.34336833333333,122.80260166666666
2018-04-01 00:00:03,1.3313963792110393E7,4852417.128969744,0.0,55.3,机动船在航,true,true,2,39.90686333333333,119.60137166666668
2018-04-01 00:00:03,1.3109522764281277E7,4711029.546586789,0.0,123.8,机动船在航,true,true,0,38.925666666666665,117.76484666666668
2018-04-01 00:00:03,1.3307417278389322E7,4215103.450196468,0.0,239.5,机动船在航,true,true,-1,35.37605333333333,119.54256333333332
2018-04-01 00:00:03,1.330391887785866E7,4208581.69471952,0.0,130.1,机动船在航,true,true,-1,35.32827,119.51113666666669
2018-04-01 00:00:04,1.343512114290252E7,4583436.202231216,10.0,268.9,机动船在航,true,true,-1,38.02838333333333,120.68974666666666
2018-04-01 00:00:04,1.33819193318626E7,4178523.844567569,13.1,101.9,机动船在航,true,true,-1,35.10767833333333,120.21182666666668
2018-04-01 00:00:04,1.347352748042111E7,4569625.848359495,8.0,107.3,机动船在航,true,true,-1,37.930595,121.03475666666668
2018-04-01 00:00:05,1.3543578609587498E7,4712053.415836827,0.0,182.4,机动船在航,true,true,8,38.93282166666667,121.66403666666666
2018-04-01 00:00:05,1.3558658318875322E7,4905499.029479178,12.3,59.0,机动船在航,true,true,-1,40.27166666666667,121.7995
2018-04-01 00:00:05,1.3678545699809987E7,4304984.579140333,12.4,358.7,机动船在航,true,true,-1,36.03170333333333,122.87646666666669
2018-04-01 00:00:05,1.3649701335485572E7,4406406.337213929,14.3,179.5,机动船在航,true,true,-1,36.76503666666667,122.61735333333333
2018-04-01 00:00:05,1.3696860353500266E7,4339860.253592149,8.4,238.8,机动船在航,true,true,-1,36.28465333333333,123.04099
2018-04-01 00:00:05,1.3657725800979404E7,4478049.980702638,0.0,227.6,机动船在航,true,true,-1,37.278875,122.68943833333331
2018-04-01 00:00:05,1.3146345767575812E7,4693934.996636719,10.9,307.4,机动船在航,true,true,-1,38.8061,118.09563333333334
