"COG","SOG","Timestamp","mercator_x","mercator_y","MMSI","RouteName","Type","Latitude","Longitude"
"231.5","14.2","Mon Apr 02 20:23:21 CST 2018","1.3553408491689513E7","4901036.247018121","414229000","EXs1EXs0","机动船在航","40.24107166666667","121.75234"
"231.4","14.1","Mon Apr 02 20:23:26 CST 2018","1.3553371199660098E7","4901005.865100285","414229000","EXs1EXs0","机动船在航","40.24086333333333","121.752005"
"231.4","14.2","Mon Apr 02 20:23:32 CST 2018","1.3553326857396264E7","4900969.893030446","414229000","EXs1EXs0","机动船在航","40.24061666666667","121.75160666666666"
"231.3","14.2","Mon Apr 02 20:23:39 CST 2018","1.355327509383305E7","4900927.844763595","414229000","EXs1EXs0","机动船在航","40.24032833333333","121.75114166666668"
"231.2","14.2","Mon Apr 02 20:23:44 CST 2018","1.35532381728686E7","4900898.678440906","414229000","EXs1EXs0","机动船在航","40.24012833333333","121.75081"
"231.2","14.2","Mon Apr 02 20:23:50 CST 2018","1.3553186038240414E7","4900856.630477339","414229000","EXs1EXs0","机动船在航","40.23984","121.75034166666669"
"231.3","14.2","Mon Apr 02 20:23:56 CST 2018","1.3553141695976576E7","4900819.929800005","414229000","EXs1EXs0","机动船在航","40.23958833333333","121.74994333333332"
"231.3","14.1","Mon Apr 02 20:24:03 CST 2018","1.3553096982647778E7","4900782.743160129","414229000","EXs1EXs0","机动船在航","40.239333333333335","121.74954166666669"
"231.3","14.2","Mon Apr 02 20:24:09 CST 2018","1.3553051898254007E7","4900745.556660305","414229000","EXs1EXs0","机动船在航","40.23907833333333","121.74913666666669"
"231.3","14.2","Mon Apr 02 20:24:14 CST 2018","1.3553006999392716E7","4900709.342491164","414229000","EXs1EXs0","机动船在航","40.23883","121.74873333333332"
"231.5","14.2","Mon Apr 02 20:24:21 CST 2018","1.355296210053143E7","4900673.371501628","414229000","EXs1EXs0","机动船在航","40.23858333333333","121.74833"
"231.5","14.2","Mon Apr 02 20:24:26 CST 2018","1.35529177582676E7","4900637.8867349485","414229000","EXs1EXs0","机动船在航","40.23834","121.74793166666667"
"231.4","14.2","Mon Apr 02 20:24:32 CST 2018","1.3552880466238184E7","4900607.749088054","414229000","EXs1EXs0","机动船在航","40.23813333333333","121.74759666666668"
"231.4","14.2","Mon Apr 02 20:24:39 CST 2018","1.3552828331609994E7","4900565.945407558","414229000","EXs1EXs0","机动船在航","40.23784666666667","121.74712833333334"
"231.2","14.2","Mon Apr 02 20:24:44 CST 2018","1.3552791225113066E7","4900536.294067053","414229000","EXs1EXs0","机动船在航","40.23764333333333","121.746795"
"231.3","14.1","Mon Apr 02 20:24:50 CST 2018","1.3552739461549846E7","4900496.435028317","414229000","EXs1EXs0","机动船在航","40.23737","121.74633"
"231.2","14.2","Mon Apr 02 20:25:03 CST 2018","1.3552649663827274E7","4900424.494731534","414229000","EXs1EXs0","机动船在航","40.23687666666667","121.74552333333334"
"231.4","14.1","Mon Apr 02 20:25:08 CST 2018","1.3552605507095926E7","4900388.038700162","414229000","EXs1EXs0","机动船在航","40.236626666666666","121.74512666666666"
"231.3","14.2","Mon Apr 02 20:25:14 CST 2018","1.355256116483209E7","4900351.339764528","414229000","EXs1EXs0","机动船在航","40.236375","121.74472833333331"
"231.4","14.1","Mon Apr 02 20:25:21 CST 2018","1.3552515709373351E7","4900314.64096529","414229000","EXs1EXs0","机动船在航","40.23612333333333","121.74432"
"231.4","14.1","Mon Apr 02 20:25:27 CST 2018","1.3552471367109518E7","4900278.428376563","414229000","EXs1EXs0","机动船在航","40.235875","121.74392166666668"
"231.4","14.1","Mon Apr 02 20:25:39 CST 2018","1.3552382311516888E7","4900205.517526971","414229000","EXs1EXs0","机动船在航","40.235375","121.74312166666668"
"231.5","14.2","Mon Apr 02 20:25:50 CST 2018","1.3552291400599403E7","4900132.121148802","414229000","EXs1EXs0","机动船在航","40.23487166666666","121.742305"
"231.5","14.2","Mon Apr 02 20:25:56 CST 2018","1.3552246130673148E7","4900095.666196862","414229000","EXs1EXs0","机动船在航","40.23462166666667","121.74189833333334"
"231.5","14.2","Mon Apr 02 20:26:03 CST 2018","1.3552200489681922E7","4900059.454411173","414229000","EXs1EXs0","机动船在航","40.23437333333333","121.74148833333334"
"231.5","14.2","Mon Apr 02 20:26:08 CST 2018","1.3552155034223182E7","4900022.513665963","414229000","EXs1EXs0","机动船在航","40.23412","121.74108"
"231.4","14.2","Mon Apr 02 20:26:14 CST 2018","1.3552110135361897E7","4899985.086999249","414229000","EXs1EXs0","机动船在航","40.23386333333333","121.74067666666669"
"231.4","14.2","Mon Apr 02 20:26:27 CST 2018","1.3552019966574354E7","4899911.449231455","414229000","EXs1EXs0","机动船在航","40.233358333333335","121.73986666666669"
"231.4","14.2","Mon Apr 02 20:26:38 CST 2018","1.3551937775683649E7","4899846.803986953","414229000","EXs1EXs0","机动船在航","40.232915","121.73912833333333"
"231.3","14.3","Mon Apr 02 20:26:44 CST 2018","1.3551886197652915E7","4899805.003527832","414229000","EXs1EXs0","机动船在航","40.23262833333333","121.738665"
"231.3","14.3","Mon Apr 02 20:26:50 CST 2018","1.3551842040921569E7","4899769.5218816055","414229000","EXs1EXs0","机动船在航","40.232385","121.73826833333334"
"231.3","14.2","Mon Apr 02 20:26:56 CST 2018","1.3551797327592766E7","4899734.526410209","414229000","EXs1EXs0","机动船在航","40.232145","121.73786666666666"
"231.4","14.2","Mon Apr 02 20:27:03 CST 2018","1.3551752985328935E7","4899699.531062828","414229000","EXs1EXs0","机动船在航","40.231905","121.73746833333334"
"231.4","14.2","Mon Apr 02 20:27:14 CST 2018","1.3551664115268782E7","4899628.568655795","414229000","EXs1EXs0","机动船在航","40.23141833333333","121.73667"
"231.3","14.2","Mon Apr 02 20:27:21 CST 2018","1.3551619773004953E7","4899592.358582943","414229000","EXs1EXs0","机动船在航","40.23117","121.73627166666668"
"231.4","14.2","Mon Apr 02 20:27:27 CST 2018","1.3551575430741116E7","4899556.3916621525","414229000","EXs1EXs0","机动船在航","40.23092333333334","121.73587333333332"
"231.4","14.2","Mon Apr 02 20:27:32 CST 2018","1.3551538324244186E7","4899526.500334412","414229000","EXs1EXs0","机动船在航","40.230718333333336","121.73554"
"231.3","14.2","Mon Apr 02 20:27:38 CST 2018","1.3551493054317929E7","4899490.776671159","414229000","EXs1EXs0","机动船在航","40.230473333333336","121.73513333333334"
"231.3","14.2","Mon Apr 02 20:27:44 CST 2018","1.3551440734157257E7","4899448.734702389","414229000","EXs1EXs0","机动船在航","40.230185","121.73466333333332"
"231.4","14.2","Mon Apr 02 20:27:50 CST 2018","1.3551395649763484E7","4899412.282273182","414229000","EXs1EXs0","机动船在航","40.229935","121.73425833333332"
"231.4","14.1","Mon Apr 02 20:27:57 CST 2018","1.35513507509022E7","4899376.316008237","414229000","EXs1EXs0","机动船在航","40.229688333333335","121.733855"
"231.2","14.1","Mon Apr 02 20:28:03 CST 2018","1.3551306037573395E7","4899339.377818424","414229000","EXs1EXs0","机动船在航","40.229435","121.73345333333332"
"231.1","14.1","Mon Apr 02 20:28:14 CST 2018","1.355121679644828E7","4899266.473901865","414229000","EXs1EXs0","机动船在航","40.228935","121.73265166666668"
"231.4","14.1","Mon Apr 02 20:28:27 CST 2018","1.3551127369790671E7","4899194.056544233","414229000","EXs1EXs0","机动船在航","40.22843833333334","121.73184833333332"
"231.3","14.1","Mon Apr 02 20:28:32 CST 2018","1.3551082841994356E7","4899158.091074038","414229000","EXs1EXs0","机动船在航","40.22819166666667","121.73144833333332"
"231.4","14.1","Mon Apr 02 20:28:38 CST 2018","1.3551045735497428E7","4899127.957943092","414229000","EXs1EXs0","机动船在航","40.227985","121.731115"
"231.3","14.2","Mon Apr 02 20:28:44 CST 2018","1.3550993786401724E7","4899085.674511148","414229000","EXs1EXs0","机动船在航","40.227695","121.73064833333332"
"231.2","14.2","Mon Apr 02 20:28:51 CST 2018","1.355094907307292E7","4899049.709435651","414229000","EXs1EXs0","机动船在航","40.227448333333335","121.73024666666667"
"231.5","14.1","Mon Apr 02 20:28:56 CST 2018","1.3550903988679152E7","4899013.50148519","414229000","EXs1EXs0","机动船在航","40.2272","121.72984166666669"
"231.7","14.1","Mon Apr 02 20:29:03 CST 2018","1.3550858718752893E7","4898977.53667252","414229000","EXs1EXs0","机动船在航","40.22695333333333","121.729435"
"231.6","14.1","Mon Apr 02 20:29:09 CST 2018","1.3550813819891611E7","4898941.085982506","414229000","EXs1EXs0","机动船在航","40.22670333333333","121.72903166666669"
"231.6","14.1","Mon Apr 02 20:29:14 CST 2018","1.355076892103032E7","4898904.878430281","414229000","EXs1EXs0","机动船在航","40.226455","121.72862833333332"
"231.5","14.1","Mon Apr 02 20:29:27 CST 2018","1.3550679494372714E7","4898833.192728518","414229000","EXs1EXs0","机动船在航","40.22596333333333","121.727825"
"231.4","14.1","Mon Apr 02 20:29:32 CST 2018","1.3550634781043911E7","4898797.714573685","414229000","EXs1EXs0","机动船在航","40.22572","121.72742333333332"
"231.3","14.1","Mon Apr 02 20:29:38 CST 2018","1.3550597674546983E7","4898768.068542046","414229000","EXs1EXs0","机动船在航","40.22551666666666","121.72709"
"231.4","14.1","Mon Apr 02 20:29:44 CST 2018","1.355054572545128E7","4898726.758646356","414229000","EXs1EXs0","机动船在航","40.225233333333335","121.72662333333334"
"231.5","14.1","Mon Apr 02 20:29:51 CST 2018","1.3550501197654964E7","4898691.0378758535","414229000","EXs1EXs0","机动船在航","40.224988333333336","121.72622333333334"
"231.4","14.1","Mon Apr 02 20:29:56 CST 2018","1.3550464091158032E7","4898661.635161698","414229000","EXs1EXs0","机动船在航","40.22478666666667","121.72589"
"231.3","14.1","Mon Apr 02 20:30:02 CST 2018","1.3550412327594811E7","4898619.596722424","414229000","EXs1EXs0","机动船在航","40.22449833333334","121.725425"
"231.4","14.1","Mon Apr 02 20:30:09 CST 2018","1.3550367799798496E7","4898583.633344135","414229000","EXs1EXs0","机动船在航","40.22425166666667","121.725025"
"231.4","14.1","Mon Apr 02 20:30:14 CST 2018","1.3550323086469691E7","4898547.427102329","414229000","EXs1EXs0","机动船在航","40.224003333333336","121.72462333333333"
"231.4","14.1","Mon Apr 02 20:30:26 CST 2018","1.3550234216409544E7","4898475.01501689","414229000","EXs1EXs0","机动船在航","40.223506666666665","121.723825"
"231.5","14.2","Mon Apr 02 20:30:27 CST 2018","1.35529177582676E7","4900637.8867349485","414229000","EXs1EXs0","机动船在航","40.23834","121.74793166666667"
"231.5","14.1","Mon Apr 02 20:30:32 CST 2018","1.3550189688613228E7","4898439.052165054","414229000","EXs1EXs0","机动船在航","40.22326","121.723425"
"231.6","14.1","Mon Apr 02 20:30:38 CST 2018","1.3550152582116297E7","4898409.893192124","414229000","EXs1EXs0","机动船在航","40.22306","121.72309166666666"
"231.7","14.1","Mon Apr 02 20:30:44 CST 2018","1.355010063302059E7","4898369.313764724","414229000","EXs1EXs0","机动船在航","40.22278166666667","121.722625"
"231.5","14.1","Mon Apr 02 20:30:51 CST 2018","1.3550056105224274E7","4898333.594286958","414229000","EXs1EXs0","机动船在航","40.22253666666667","121.722225"
"231.5","14.1","Mon Apr 02 20:30:56 CST 2018","1.3550018813194858E7","4898304.192636876","414229000","EXs1EXs0","机动船在航","40.222335","121.72189"
"231.6","14.1","Mon Apr 02 20:31:03 CST 2018","1.3549966678566672E7","4898263.370656264","414229000","EXs1EXs0","机动船在航","40.222055","121.72142166666669"
"231.7","14.1","Mon Apr 02 20:31:14 CST 2018","1.3549884302143482E7","4898198.493212789","414229000","EXs1EXs0","机动船在航","40.22161","121.72068166666666"
"231.7","14.1","Mon Apr 02 20:31:20 CST 2018","1.3549839403282195E7","4898163.017337778","414229000","EXs1EXs0","机动船在航","40.22136666666667","121.72027833333334"
"231.7","14.1","Mon Apr 02 20:31:26 CST 2018","1.354978689758904E7","4898121.224004662","414229000","EXs1EXs0","机动船在航","40.22108","121.71980666666668"
"231.5","14.1","Mon Apr 02 20:31:32 CST 2018","1.354974199872775E7","4898085.748407173","414229000","EXs1EXs0","机动船在航","40.22083666666666","121.71940333333332"
"231.7","14.1","Mon Apr 02 20:31:38 CST 2018","1.3549704150100883E7","4898056.10451247","414229000","EXs1EXs0","机动船在航","40.22063333333333","121.71906333333334"
"231.7","14.1","Mon Apr 02 20:31:44 CST 2018","1.3549651829940207E7","4898014.554613079","414229000","EXs1EXs0","机动船在航","40.22034833333333","121.71859333333332"
"231.2","14.1","Mon Apr 02 20:31:51 CST 2018","1.354960730214389E7","4897978.593437747","414229000","EXs1EXs0","机动船在航","40.220101666666665","121.71819333333332"
"231.5","14.1","Mon Apr 02 20:31:56 CST 2018","1.3549569824581992E7","4897948.949864633","414229000","EXs1EXs0","机动船在航","40.21989833333333","121.71785666666666"
"232.3","14.1","Mon Apr 02 20:32:03 CST 2018","1.354951676229138E7","4897908.372330919","414229000","EXs1EXs0","机动船在航","40.21962","121.71738"
"232.5","14.1","Mon Apr 02 20:32:09 CST 2018","1.3549471121300155E7","4897873.626431538","414229000","EXs1EXs0","机动船在航","40.21938166666666","121.71697"
"233.0","14.1","Mon Apr 02 20:32:14 CST 2018","1.35494330871408E7","4897845.198059317","414229000","EXs1EXs0","机动船在航","40.219186666666666","121.71662833333332"
"233.7","14.1","Mon Apr 02 20:32:20 CST 2018","1.354938670401964E7","4897811.181311193","414229000","EXs1EXs0","机动船在航","40.21895333333333","121.71621166666668"
