"Latitude","Longitude","Cluster","Core","MMSI","Time"
"36.77038833333334","122.847625","3","1","412302110","FriApr0600:37:05CST2018"
"36.770878333333336","122.84764666666666","3","1","412302110","FriApr0600:37:16CST2018"
"36.771323333333335","122.84766333333332","3","1","412302110","FriApr0600:37:25CST2018"
"36.771815","122.84768666666666","3","1","412302110","FriApr0600:37:40CST2018"
"36.772173333333335","122.84770333333331","3","1","412302110","FriApr0600:37:46CST2018"
"36.77266166666666","122.84772333333332","3","1","412302110","FriApr0600:37:55CST2018"
"36.773065","122.84773166666666","3","1","412302110","FriApr0600:38:05CST2018"
"36.773555","122.84775166666668","3","1","412302110","FriApr0600:38:16CST2018"
"36.774445","122.84777333333334","3","1","412302110","FriApr0600:38:36CST2018"
"36.77484333333334","122.847785","3","1","412302110","FriApr0600:38:45CST2018"
"36.77578333333334","122.84782","3","1","412302110","FriApr0600:39:05CST2018"
"36.77623166666667","122.84785166666668","3","1","412302110","FriApr0600:39:15CST2018"
"36.776675","122.84787333333334","3","1","412302110","FriApr0600:39:25CST2018"
"36.77712","122.84789666666668","3","1","412302110","FriApr0600:39:36CST2018"
"36.77801","122.84794","3","1","412302110","FriApr0600:39:55CST2018"
"36.77845833333333","122.84795333333334","3","1","412302110","FriApr0600:40:05CST2018"
"36.778905","122.84796666666666","3","1","412302110","FriApr0600:40:15CST2018"
"36.77934666666667","122.84798166666668","3","1","412302110","FriApr0600:40:25CST2018"
"36.78024166666667","122.84801166666666","3","1","412302110","FriApr0600:40:46CST2018"
"36.78068666666667","122.84803","3","1","412302110","FriApr0600:40:55CST2018"
"36.78068666666667","122.84803","3","1","412302110","FriApr0600:40:56CST2018"
"36.78113666666667","122.84805","3","1","412302110","FriApr0600:41:05CST2018"
"36.781585","122.84807","3","1","412302110","FriApr0600:41:15CST2018"
"36.781585","122.84807","3","1","412302110","FriApr0600:41:16CST2018"
"36.78203166666667","122.84808666666666","3","1","412302110","FriApr0600:41:25CST2018"
"36.784713333333336","122.84817333333334","3","1","412302110","FriApr0600:42:25CST2018"
"36.785158333333335","122.84818833333334","3","1","412302110","FriApr0600:42:36CST2018"
"36.785608333333336","122.84819833333331","3","1","412302110","FriApr0600:42:46CST2018"
"36.786055","122.84821","3","1","412302110","FriApr0600:42:56CST2018"
"36.78650666666667","122.84822666666666","3","1","412302110","FriApr0600:43:05CST2018"
"36.786955","122.848245","3","1","412302110","FriApr0600:43:15CST2018"
"36.78740333333333","122.84826166666667","3","1","412302110","FriApr0600:43:33CST2018"
"36.788295","122.84831","3","1","412302110","FriApr0600:43:46CST2018"
"36.78874666666667","122.84832833333331","3","1","412302110","FriApr0600:43:56CST2018"
"36.78919833333333","122.84834666666669","3","1","412302110","FriApr0600:44:05CST2018"
"36.78964333333333","122.84836666666666","3","1","412302110","FriApr0600:44:16CST2018"
"36.790083333333335","122.84838666666668","3","1","412302110","FriApr0600:44:26CST2018"
"36.790488333333336","122.84839833333334","3","1","412302110","FriApr0600:44:35CST2018"
"36.791421666666665","122.84842666666668","3","1","412302110","FriApr0600:44:56CST2018"
"36.79230833333333","122.848455","3","1","412302110","FriApr0600:45:16CST2018"
"36.79275333333333","122.84847166666668","3","1","412302110","FriApr0600:45:26CST2018"
"36.79315166666667","122.84849","3","1","412302110","FriApr0600:45:35CST2018"
"36.793641666666666","122.84850333333333","3","1","412302110","FriApr0600:45:46CST2018"
"36.79408166666666","122.84851833333332","3","1","412302110","FriApr0600:45:55CST2018"
"36.794485","122.84853","3","1","412302110","FriApr0600:46:05CST2018"
"36.79498","122.84854166666666","3","1","412302110","FriApr0600:46:16CST2018"
"36.795425","122.84855833333332","3","1","412302110","FriApr0600:46:26CST2018"
"36.79582333333333","122.84858","3","1","412302110","FriApr0600:46:35CST2018"
"36.796265","122.84860333333332","3","1","412302110","FriApr0600:46:45CST2018"
"36.796751666666665","122.84862333333334","3","1","412302110","FriApr0600:46:56CST2018"
"36.79715166666666","122.84864166666668","3","1","412302110","FriApr0600:47:05CST2018"
"36.79764166666666","122.84865833333332","3","1","412302110","FriApr0600:47:17CST2018"
"36.79808166666667","122.84867833333334","3","1","412302110","FriApr0600:47:26CST2018"
"36.79848166666667","122.84869166666668","3","1","412302110","FriApr0600:47:35CST2018"
"36.798928333333336","122.84870666666669","3","1","412302110","FriApr0600:47:45CST2018"
"36.79941166666666","122.84872833333333","3","1","412302110","FriApr0600:47:56CST2018"
"36.79981333333333","122.84874","3","1","412302110","FriApr0600:48:04CST2018"
"36.79981333333333","122.84874","3","1","412302110","FriApr0600:48:05CST2018"
"36.80030166666667","122.84875833333334","3","1","412302110","FriApr0600:48:16CST2018"
"36.80074833333333","122.84877833333331","3","1","412302110","FriApr0600:48:26CST2018"
"36.801145","122.84879833333332","3","1","412302110","FriApr0600:48:35CST2018"
"36.80207166666667","122.84884333333332","3","1","412302110","FriApr0600:48:56CST2018"
"36.80247166666667","122.84886333333333","3","1","412302110","FriApr0600:49:39CST2018"
"36.80296","122.84888333333332","3","1","412302110","FriApr0600:49:42CST2018"
"36.805135","122.84894833333334","3","1","412302110","FriApr0600:50:04CST2018"
"36.805135","122.84894833333334","4","0","412302110","FriApr0600:50:05CST2018"
"36.804735","122.84893333333332","3","1","412302110","FriApr0600:50:13CST2018"
"36.805135","122.84894833333334","3","1","412302110","FriApr0600:50:18CST2018"
"36.80562166666667","122.848965","3","1","412302110","FriApr0600:50:21CST2018"
"36.806068333333336","122.84898166666666","3","1","412302110","FriApr0600:50:26CST2018"
"36.806466666666665","122.84899666666666","3","1","412302110","FriApr0600:50:35CST2018"
"36.807005","122.84901666666669","3","1","412302110","FriApr0600:50:46CST2018"
"36.80740166666666","122.84903166666666","3","1","412302110","FriApr0600:50:55CST2018"
"36.8078","122.84904666666668","3","1","412302110","FriApr0600:51:05CST2018"
"36.80829","122.84906","3","1","412302110","FriApr0600:51:29CST2018"
"36.80878166666667","122.84908166666666","3","1","412302110","FriApr0600:51:41CST2018"
"36.80918166666667","122.84909833333332","3","1","412302110","FriApr0600:51:45CST2018"
"36.809666666666665","122.849125","3","1","412302110","FriApr0600:51:48CST2018"
"36.81007","122.849145","3","1","412302110","FriApr0600:51:55CST2018"
"36.810515","122.84916333333334","3","1","412302110","FriApr0600:52:06CST2018"
"36.81096","122.84917166666666","3","1","412302110","FriApr0600:52:15CST2018"
"36.81144666666667","122.84918333333331","3","1","412302110","FriApr0600:52:26CST2018"
"36.81184833333333","122.84919666666669","3","1","412302110","FriApr0600:52:36CST2018"
"36.81234166666667","122.84921833333334","3","1","412302110","FriApr0600:52:46CST2018"
"36.81318666666667","122.84926","3","1","412302110","FriApr0600:53:06CST2018"
"36.814121666666665","122.84929","4","1","412302110","FriApr0600:53:26CST2018"
"36.81274333333333","122.84924166666669","3","1","412302110","FriApr0600:53:53CST2018"
"36.81318666666667","122.84926","3","1","412302110","FriApr0600:54:16CST2018"
"36.8163","122.84937","3","1","412302110","FriApr0600:54:19CST2018"
"36.81679","122.849385","3","1","412302110","FriApr0600:54:26CST2018"
"36.81802833333333","122.84941333333332","3","1","412302110","FriApr0600:54:55CST2018"
"36.818965","122.84944","3","1","412302110","FriApr0600:55:15CST2018"
"36.819451666666666","122.84945166666668","3","1","412302110","FriApr0600:55:26CST2018"
"36.82034333333333","122.84947333333334","3","1","412302110","FriApr0600:55:46CST2018"
"36.82069333333333","122.84948333333334","3","1","412302110","FriApr0600:55:55CST2018"
"36.82118666666667","122.84949","3","1","412302110","FriApr0600:56:06CST2018"
"36.82251333333333","122.84950666666668","3","1","412302110","FriApr0600:56:35CST2018"
"36.823","122.849515","3","1","412302110","FriApr0600:56:46CST2018"
"36.823355","122.84953","3","1","412302110","FriApr0600:57:02CST2018"
"36.823355","122.84953","3","1","412302110","FriApr0600:57:27CST2018"
"36.823845","122.849545","3","1","412302110","FriApr0600:57:32CST2018"
"36.82517666666666","122.849595","3","1","412302110","FriApr0600:57:37CST2018"
"36.825615","122.84960666666667","3","1","412302110","FriApr0600:57:45CST2018"
"36.826015","122.84961333333334","3","1","412302110","FriApr0600:57:55CST2018"
"36.82651166666667","122.84961333333334","3","1","412302110","FriApr0600:58:05CST2018"
"36.82740166666667","122.84964333333332","3","1","412302110","FriApr0600:58:26CST2018"
"36.827845","122.84965666666666","3","1","412302110","FriApr0600:58:35CST2018"
"36.828295","122.84967666666668","3","1","412302110","FriApr0600:58:45CST2018"
"36.828741666666666","122.84969333333332","3","1","412302110","FriApr0600:58:55CST2018"
"36.82918166666666","122.84971166666666","3","1","412302110","FriApr0600:59:05CST2018"
"36.83006833333334","122.849735","3","1","412302110","FriApr0600:59:26CST2018"
"36.830511666666666","122.84974333333334","3","1","412302110","FriApr0600:59:35CST2018"
"36.830965","122.84975333333334","3","1","412302110","FriApr0600:59:46CST2018"
"36.831408333333336","122.84976666666668","3","1","412302110","FriApr0600:59:55CST2018"
"36.832301666666666","122.849805","3","1","412302110","FriApr0601:00:16CST2018"
"36.83275","122.84982","3","1","412302110","FriApr0601:00:26CST2018"
"36.833196666666666","122.84983833333334","3","1","412302110","FriApr0601:00:35CST2018"
"36.83364","122.849845","3","1","412302110","FriApr0601:00:46CST2018"
"36.834085","122.84986833333332","3","1","412302110","FriApr0601:01:06CST2018"
